,index,registeredUsers,appOpens,state,year,quarter
6623,solapur district,1012518,28891583,maharashtra,2020,3
6624,mumbai district,1234355,13941010,maharashtra,2020,3
6625,sindhudurg district,130919,1987566,maharashtra,2020,3
6626,dhule district,328830,8067643,maharashtra,2020,3
6627,wardha district,237655,4580040,maharashtra,2020,3
6628,parbhani district,285190,7390362,maharashtra,2020,3
6629,mumbai suburban district,3304696,42335510,maharashtra,2020,3
6630,hingoli district,153826,3833142,maharashtra,2020,3
6631,ratnagiri district,232740,3520849,maharashtra,2020,3
6632,nanded district,516629,13025435,maharashtra,2020,3
6633,osmanabad district,306365,9424874,maharashtra,2020,3
6634,nagpur district,1502777,33257572,maharashtra,2020,3
6635,buldhana district,442520,11822619,maharashtra,2020,3
6636,nashik district,1752191,51545991,maharashtra,2020,3
6637,akola district,300191,6048017,maharashtra,2020,3
6638,yavatmal district,339550,6963604,maharashtra,2020,3
6639,aurangabad district,1244879,37148805,maharashtra,2020,3
6640,amravati district,559554,13609334,maharashtra,2020,3
6641,washim district,164636,3774276,maharashtra,2020,3
6642,sangli district,592418,11236674,maharashtra,2020,3
6643,gadchiroli district,116628,2495986,maharashtra,2020,3
6644,raigad district,1001129,17849735,maharashtra,2020,3
6645,palghar district,1034468,17374224,maharashtra,2020,3
6646,jalna district,343751,9707302,maharashtra,2020,3
6647,gondia district,189739,3853651,maharashtra,2020,3
6648,ahmednagar district,1123648,30036265,maharashtra,2020,3
6649,pune district,5546002,133793402,maharashtra,2020,3
6650,beed district,454108,12860646,maharashtra,2020,3
6651,satara district,701594,15205121,maharashtra,2020,3
6652,jalgaon district,816922,22645586,maharashtra,2020,4
6653,latur district,539386,17279732,maharashtra,2020,4
6654,thane district,3727358,82413249,maharashtra,2020,4
6655,bhandara district,224428,5403094,maharashtra,2020,4
6656,nandurbar district,185364,4701658,maharashtra,2020,4
6657,chandrapur district,402099,9492265,maharashtra,2020,4
6658,kolhapur district,974585,21266960,maharashtra,2020,4
6659,solapur district,1113260,38785337,maharashtra,2020,4
6660,mumbai district,1347356,23972829,maharashtra,2020,4
6661,sindhudurg district,147242,2507093,maharashtra,2020,4
6662,dhule district,363024,10499674,maharashtra,2020,4
6663,wardha district,261295,5910689,maharashtra,2020,4
6664,parbhani district,316441,9719978,maharashtra,2020,4
6665,mumbai suburban district,3609970,68832123,maharashtra,2020,4
6666,hingoli district,170844,4783410,maharashtra,2020,4
6667,ratnagiri district,259813,4183042,maharashtra,2020,4
6668,nanded district,574606,17631961,maharashtra,2020,4
6669,osmanabad district,337291,12068034,maharashtra,2020,4
6670,nagpur district,1637270,44969544,maharashtra,2020,4
6671,buldhana district,487832,14858983,maharashtra,2020,4
6672,nashik district,1907318,66339993,maharashtra,2020,4
6673,akola district,332597,8033141,maharashtra,2020,4
6674,yavatmal district,379678,9064914,maharashtra,2020,4
6675,aurangabad district,1355656,50905731,maharashtra,2020,4
6676,amravati district,613354,17585936,maharashtra,2020,4
6677,washim district,183624,4818498,maharashtra,2020,4
6678,sangli district,655430,15699266,maharashtra,2020,4
6679,gadchiroli district,129535,3216726,maharashtra,2020,4
6680,raigad district,1103959,27052023,maharashtra,2020,4
6681,palghar district,1136061,24404168,maharashtra,2020,4
6682,jalna district,380761,12432017,maharashtra,2020,4
6683,gondia district,207793,4686609,maharashtra,2020,4
6684,ahmednagar district,1237321,40612625,maharashtra,2020,4
6685,pune district,6033615,207736217,maharashtra,2020,4
6686,beed district,502927,16058755,maharashtra,2020,4
6687,satara district,776616,21434910,maharashtra,2020,4
6688,jalgaon district,880235,24564263,maharashtra,2021,1
6689,latur district,582713,19927797,maharashtra,2021,1
6690,thane district,4014464,95853664,maharashtra,2021,1
6691,bhandara district,241307,5724141,maharashtra,2021,1
6692,nandurbar district,200690,5232672,maharashtra,2021,1
6693,chandrapur district,433697,10769204,maharashtra,2021,1
6694,kolhapur district,1048158,24082808,maharashtra,2021,1
6695,solapur district,1199130,43629720,maharashtra,2021,1
6696,mumbai district,1450548,29473502,maharashtra,2021,1
6697,sindhudurg district,158487,2681466,maharashtra,2021,1
6698,dhule district,391549,11609420,maharashtra,2021,1
6699,wardha district,281356,6547455,maharashtra,2021,1
6700,parbhani district,341747,10585846,maharashtra,2021,1
6701,mumbai suburban district,3886500,82964739,maharashtra,2021,1
6702,hingoli district,184818,5031701,maharashtra,2021,1
6703,ratnagiri district,279598,4518936,maharashtra,2021,1
6704,nanded district,620908,19605168,maharashtra,2021,1
6705,osmanabad district,363717,13404694,maharashtra,2021,1
6706,nagpur district,1761562,50475590,maharashtra,2021,1
6707,buldhana district,526980,16060285,maharashtra,2021,1
6708,nashik district,2049293,73733644,maharashtra,2021,1
6709,akola district,359424,8842396,maharashtra,2021,1
6710,yavatmal district,411242,10054649,maharashtra,2021,1
6711,aurangabad district,1456891,56978295,maharashtra,2021,1
6712,amravati district,660582,18290419,maharashtra,2021,1
6713,washim district,199116,5342030,maharashtra,2021,1
6714,sangli district,706867,18164337,maharashtra,2021,1
6715,gadchiroli district,140084,3550696,maharashtra,2021,1
6716,raigad district,1189907,31848388,maharashtra,2021,1
6717,palghar district,1225423,27805492,maharashtra,2021,1
6718,jalna district,411010,13687818,maharashtra,2021,1
6719,gondia district,224168,5277879,maharashtra,2021,1
6720,ahmednagar district,1333477,46024131,maharashtra,2021,1
6721,pune district,6481971,257611232,maharashtra,2021,1
6722,beed district,543616,17941211,maharashtra,2021,1
6723,satara district,836302,24080796,maharashtra,2021,1
6724,jalgaon district,943259,35301873,maharashtra,2021,2
6725,latur district,624744,29180891,maharashtra,2021,2
6726,thane district,4290066,64723378,maharashtra,2021,2
6727,bhandara district,258606,8333396,maharashtra,2021,2
6728,nandurbar district,215867,10883715,maharashtra,2021,2
6729,chandrapur district,465162,19083472,maharashtra,2021,2
6730,kolhapur district,1120732,25166053,maharashtra,2021,2
6731,solapur district,1283601,70070564,maharashtra,2021,2
6732,mumbai district,1549784,15755744,maharashtra,2021,2
6733,sindhudurg district,169850,6676394,maharashtra,2021,2
6734,dhule district,420452,18433982,maharashtra,2021,2
6735,wardha district,301303,11242152,maharashtra,2021,2
6736,parbhani district,366307,20114134,maharashtra,2021,2
6737,mumbai suburban district,4151227,48912802,maharashtra,2021,2
6738,hingoli district,198989,10972408,maharashtra,2021,2
6739,ratnagiri district,299931,11050624,maharashtra,2021,2
6740,nanded district,666016,33359336,maharashtra,2021,2
6741,osmanabad district,390287,28330715,maharashtra,2021,2
6742,nagpur district,1883447,45250899,maharashtra,2021,2
6743,buldhana district,565868,28581359,maharashtra,2021,2
6744,nashik district,2191882,75757960,maharashtra,2021,2
6745,akola district,385734,13364304,maharashtra,2021,2
6746,yavatmal district,442623,21915611,maharashtra,2021,2
6747,aurangabad district,1557693,63292884,maharashtra,2021,2
6748,amravati district,708106,26297460,maharashtra,2021,2
6749,washim district,214281,11684560,maharashtra,2021,2
6750,sangli district,756769,28300612,maharashtra,2021,2
6751,gadchiroli district,150715,8590038,maharashtra,2021,2
6752,raigad district,1272744,29988653,maharashtra,2021,2
6753,palghar district,1312388,24969796,maharashtra,2021,2
6754,jalna district,441936,27109811,maharashtra,2021,2
6755,gondia district,240700,9019259,maharashtra,2021,2
6756,ahmednagar district,1429562,71089482,maharashtra,2021,2
6757,pune district,6915820,182010403,maharashtra,2021,2
6758,beed district,583148,38733719,maharashtra,2021,2
6759,satara district,895098,34535149,maharashtra,2021,2
6760,jalgaon district,1015954,44589296,maharashtra,2021,3
6761,latur district,672411,35447172,maharashtra,2021,3
6762,thane district,4597394,83300680,maharashtra,2021,3
6763,bhandara district,278950,10492117,maharashtra,2021,3
6764,nandurbar district,233351,14068043,maharashtra,2021,3
6765,chandrapur district,501428,24953314,maharashtra,2021,3
6766,kolhapur district,1201767,30276720,maharashtra,2021,3
6767,solapur district,1380100,90517777,maharashtra,2021,3
6768,mumbai district,1659663,22719084,maharashtra,2021,3
6769,sindhudurg district,182992,8049285,maharashtra,2021,3
6770,dhule district,453563,23874749,maharashtra,2021,3
6771,wardha district,324042,14222066,maharashtra,2021,3
6772,parbhani district,394690,24802131,maharashtra,2021,3
6773,mumbai suburban district,4444495,64351820,maharashtra,2021,3
6774,hingoli district,215433,13648354,maharashtra,2021,3
6775,ratnagiri district,322959,12217296,maharashtra,2021,3
6776,nanded district,718196,42572195,maharashtra,2021,3
6777,osmanabad district,420827,34207354,maharashtra,2021,3
6778,nagpur district,2020264,59516934,maharashtra,2021,3
6779,buldhana district,610959,37781452,maharashtra,2021,3
6780,nashik district,2352259,98434796,maharashtra,2021,3
6781,akola district,415627,18302939,maharashtra,2021,3
6782,yavatmal district,479110,29675311,maharashtra,2021,3
6783,aurangabad district,1671665,80700747,maharashtra,2021,3
6784,amravati district,762967,34351482,maharashtra,2021,3
6785,washim district,232323,15590563,maharashtra,2021,3
6786,sangli district,812828,36928390,maharashtra,2021,3
6787,gadchiroli district,163308,11389807,maharashtra,2021,3
6788,raigad district,1365513,37710413,maharashtra,2021,3
6789,palghar district,1410321,32925198,maharashtra,2021,3
6790,jalna district,477979,33173132,maharashtra,2021,3
6791,gondia district,260029,11333638,maharashtra,2021,3
6792,ahmednagar district,1539300,92999756,maharashtra,2021,3
6793,pune district,7398336,249779063,maharashtra,2021,3
6794,beed district,628912,47304097,maharashtra,2021,3
6795,satara district,961302,43163681,maharashtra,2021,3
6796,jalgaon district,1087090,54643157,maharashtra,2021,4
6797,latur district,719450,42649479,maharashtra,2021,4
6798,thane district,4906492,134242235,maharashtra,2021,4
6799,bhandara district,298697,11690408,maharashtra,2021,4
6800,nandurbar district,250332,11355907,maharashtra,2021,4
6801,chandrapur district,537212,23606587,maharashtra,2021,4
6802,kolhapur district,1282234,52717877,maharashtra,2021,4
6803,solapur district,1475291,99334977,maharashtra,2021,4
6804,mumbai district,1770325,42805095,maharashtra,2021,4
6805,sindhudurg district,195901,4296168,maharashtra,2021,4
6806,dhule district,485968,24495240,maharashtra,2021,4
6807,wardha district,346618,14636917,maharashtra,2021,4
6808,parbhani district,422969,23200712,maharashtra,2021,4
6809,mumbai suburban district,4740546,109361875,maharashtra,2021,4
6810,hingoli district,231679,11737542,maharashtra,2021,4
6811,ratnagiri district,345590,7938110,maharashtra,2021,4
6812,nanded district,769599,45011341,maharashtra,2021,4
6813,osmanabad district,450897,31235487,maharashtra,2021,4
6814,nagpur district,2157149,99886471,maharashtra,2021,4
6815,buldhana district,655296,38436220,maharashtra,2021,4
6816,nashik district,2510393,133427791,maharashtra,2021,4
6817,akola district,445026,21961729,maharashtra,2021,4
6818,yavatmal district,514770,24464792,maharashtra,2021,4
6819,aurangabad district,1786190,111147080,maharashtra,2021,4
6820,amravati district,816701,38104234,maharashtra,2021,4
6821,washim district,249576,13081507,maharashtra,2021,4
6822,sangli district,868213,41662685,maharashtra,2021,4
6823,gadchiroli district,175431,7057618,maharashtra,2021,4
6824,raigad district,1457720,50821939,maharashtra,2021,4
6825,palghar district,1508500,45585256,maharashtra,2021,4
6826,jalna district,513160,30611882,maharashtra,2021,4
6827,gondia district,278573,11623573,maharashtra,2021,4
6828,ahmednagar district,1646991,99905359,maharashtra,2021,4
6829,pune district,7880431,427289734,maharashtra,2021,4
6830,beed district,674258,40582491,maharashtra,2021,4
6831,satara district,1027238,51129773,maharashtra,2021,4
6832,jalgaon district,1156268,72850684,maharashtra,2022,1
6833,latur district,764670,56012514,maharashtra,2022,1
6834,thane district,5196050,36680314,maharashtra,2022,1
6835,bhandara district,317709,17152369,maharashtra,2022,1
6836,nandurbar district,266795,27838113,maharashtra,2022,1
6837,chandrapur district,570979,46226115,maharashtra,2022,1
6838,kolhapur district,1357916,44102892,maharashtra,2022,1
6839,solapur district,1565902,178663433,maharashtra,2022,1
6840,mumbai district,1873643,6937597,maharashtra,2022,1
6841,sindhudurg district,208291,14208273,maharashtra,2022,1
6842,dhule district,517310,42627770,maharashtra,2022,1
6843,wardha district,368011,28821210,maharashtra,2022,1
6844,parbhani district,450092,48613776,maharashtra,2022,1
6845,mumbai suburban district,5017556,20523596,maharashtra,2022,1
6846,hingoli district,247201,28802775,maharashtra,2022,1
6847,ratnagiri district,366636,22168726,maharashtra,2022,1
6848,nanded district,818876,75402365,maharashtra,2022,1
6849,osmanabad district,479545,78950852,maharashtra,2022,1
6850,nagpur district,2286011,62584115,maharashtra,2022,1
6851,buldhana district,698097,72532489,maharashtra,2022,1
6852,nashik district,2661739,123708845,maharashtra,2022,1
6853,akola district,473498,34414449,maharashtra,2022,1
6854,yavatmal district,548600,60532112,maharashtra,2022,1
6855,aurangabad district,1894797,102754741,maharashtra,2022,1
6856,amravati district,868057,58399645,maharashtra,2022,1
6857,washim district,266019,33931899,maharashtra,2022,1
6858,sangli district,921182,74801129,maharashtra,2022,1
6859,gadchiroli district,186967,21889562,maharashtra,2022,1
6860,raigad district,1544883,32504167,maharashtra,2022,1
6861,palghar district,1601518,33545649,maharashtra,2022,1
6862,jalna district,547672,64639245,maharashtra,2022,1
6863,gondia district,296361,20628768,maharashtra,2022,1
6864,ahmednagar district,1749682,162352399,maharashtra,2022,1
6865,pune district,8331582,196168807,maharashtra,2022,1
6866,beed district,717334,87680370,maharashtra,2022,1
6867,satara district,1090181,68117749,maharashtra,2022,1
6868,kangpokpi district,1439,0,manipur,2018,1
6869,noney district,216,0,manipur,2018,1
6870,imphal east district,6759,0,manipur,2018,1
6871,thoubal district,2764,0,manipur,2018,1
6872,kakching district,915,0,manipur,2018,1
6873,jiribam district,460,0,manipur,2018,1
6874,ukhrul district,602,0,manipur,2018,1
6875,tamenglong district,550,0,manipur,2018,1
6876,kamjong district,108,0,manipur,2018,1
6877,chandel district,452,0,manipur,2018,1
6878,bishnupur district,2371,0,manipur,2018,1
6879,senapati district,85,0,manipur,2018,1
6880,pherzawl district,24,0,manipur,2018,1
6881,churachandpur district,1524,0,manipur,2018,1
6882,tengnoupal district,352,0,manipur,2018,1
6883,imphal west district,11304,0,manipur,2018,1
6884,kangpokpi district,2183,0,manipur,2018,2
6885,noney district,351,0,manipur,2018,2
6886,imphal east district,10390,0,manipur,2018,2
6887,thoubal district,4771,0,manipur,2018,2
6888,kakching district,1571,0,manipur,2018,2
6889,jiribam district,732,0,manipur,2018,2
6890,ukhrul district,905,0,manipur,2018,2
6891,tamenglong district,824,0,manipur,2018,2
6892,kamjong district,144,0,manipur,2018,2
6893,chandel district,706,0,manipur,2018,2
6894,bishnupur district,3751,0,manipur,2018,2
6895,senapati district,155,0,manipur,2018,2
6896,pherzawl district,38,0,manipur,2018,2
6897,churachandpur district,2362,0,manipur,2018,2
6898,tengnoupal district,631,0,manipur,2018,2
6899,imphal west district,16541,0,manipur,2018,2
6900,kangpokpi district,3073,0,manipur,2018,3
6901,noney district,504,0,manipur,2018,3
6902,imphal east district,13541,0,manipur,2018,3
6903,thoubal district,6112,0,manipur,2018,3
6904,kakching district,2326,0,manipur,2018,3
6905,jiribam district,1086,0,manipur,2018,3
6906,ukhrul district,1346,0,manipur,2018,3
6907,tamenglong district,1268,0,manipur,2018,3
6908,kamjong district,213,0,manipur,2018,3
6909,chandel district,962,0,manipur,2018,3
6910,bishnupur district,5106,0,manipur,2018,3
6911,senapati district,229,0,manipur,2018,3
6912,pherzawl district,51,0,manipur,2018,3
6913,churachandpur district,3420,0,manipur,2018,3
6914,tengnoupal district,1002,0,manipur,2018,3
6915,imphal west district,21696,0,manipur,2018,3
6916,kangpokpi district,4249,0,manipur,2018,4
6917,noney district,716,0,manipur,2018,4
6918,imphal east district,17777,0,manipur,2018,4
6919,thoubal district,8027,0,manipur,2018,4
6920,kakching district,3153,0,manipur,2018,4
6921,jiribam district,1393,0,manipur,2018,4
6922,ukhrul district,1842,0,manipur,2018,4
6923,tamenglong district,1712,0,manipur,2018,4
6924,kamjong district,290,0,manipur,2018,4
6925,chandel district,1342,0,manipur,2018,4
6926,bishnupur district,7049,0,manipur,2018,4
6927,senapati district,337,0,manipur,2018,4
6928,pherzawl district,68,0,manipur,2018,4
6929,churachandpur district,4951,0,manipur,2018,4
6930,tengnoupal district,1300,0,manipur,2018,4
6931,imphal west district,28383,0,manipur,2018,4
6932,kangpokpi district,5212,0,manipur,2019,1
6933,noney district,919,0,manipur,2019,1
6934,imphal east district,21136,0,manipur,2019,1
6935,thoubal district,9529,0,manipur,2019,1
6936,kakching district,3850,0,manipur,2019,1
6937,jiribam district,1759,0,manipur,2019,1
6938,ukhrul district,2368,0,manipur,2019,1
6939,tamenglong district,2148,0,manipur,2019,1
6940,kamjong district,382,0,manipur,2019,1
6941,chandel district,1691,0,manipur,2019,1
6942,bishnupur district,8537,0,manipur,2019,1
6943,senapati district,451,0,manipur,2019,1
6944,pherzawl district,98,0,manipur,2019,1
6945,churachandpur district,6138,0,manipur,2019,1
6946,tengnoupal district,1641,0,manipur,2019,1
6947,imphal west district,33668,0,manipur,2019,1
6948,kangpokpi district,6407,29820,manipur,2019,2
6949,noney district,1150,6520,manipur,2019,2
6950,imphal east district,24652,90408,manipur,2019,2
6951,thoubal district,10915,34864,manipur,2019,2
6952,kakching district,4599,14399,manipur,2019,2
6953,jiribam district,2103,9838,manipur,2019,2
6954,ukhrul district,2981,15254,manipur,2019,2
6955,tamenglong district,2628,12386,manipur,2019,2
6956,kamjong district,480,2245,manipur,2019,2
6957,chandel district,2175,13881,manipur,2019,2
6958,bishnupur district,10014,35338,manipur,2019,2
6959,senapati district,542,9932,manipur,2019,2
6960,pherzawl district,127,461,manipur,2019,2
6961,churachandpur district,7662,33490,manipur,2019,2
6962,tengnoupal district,2009,12904,manipur,2019,2
6963,imphal west district,39303,143089,manipur,2019,2
6964,kangpokpi district,7621,110522,manipur,2019,3
6965,noney district,1298,23951,manipur,2019,3
6966,imphal east district,28331,315497,manipur,2019,3
6967,thoubal district,12427,115808,manipur,2019,3
6968,kakching district,5355,52109,manipur,2019,3
6969,jiribam district,2444,31194,manipur,2019,3
6970,ukhrul district,3488,53720,manipur,2019,3
6971,tamenglong district,3085,50057,manipur,2019,3
6972,kamjong district,538,8114,manipur,2019,3
6973,chandel district,2581,47685,manipur,2019,3
6974,bishnupur district,11647,116636,manipur,2019,3
6975,senapati district,672,32024,manipur,2019,3
6976,pherzawl district,156,1847,manipur,2019,3
6977,churachandpur district,9071,118819,manipur,2019,3
6978,tengnoupal district,2334,37068,manipur,2019,3
6979,imphal west district,45268,479154,manipur,2019,3
6980,kangpokpi district,8850,126801,manipur,2019,4
6981,noney district,1517,30392,manipur,2019,4
6982,imphal east district,31935,361762,manipur,2019,4
6983,thoubal district,14194,146102,manipur,2019,4
6984,kakching district,6126,59893,manipur,2019,4
6985,jiribam district,2764,34328,manipur,2019,4
6986,ukhrul district,4091,55415,manipur,2019,4
6987,tamenglong district,3651,57913,manipur,2019,4
6988,kamjong district,639,9407,manipur,2019,4
6989,chandel district,3029,55155,manipur,2019,4
6990,bishnupur district,13387,141164,manipur,2019,4
6991,senapati district,790,40242,manipur,2019,4
6992,pherzawl district,192,3394,manipur,2019,4
6993,churachandpur district,10431,127389,manipur,2019,4
6994,tengnoupal district,2699,44120,manipur,2019,4
6995,imphal west district,51063,562011,manipur,2019,4
6996,kangpokpi district,10241,147812,manipur,2020,1
6997,noney district,1787,41247,manipur,2020,1
6998,imphal east district,36105,420094,manipur,2020,1
6999,thoubal district,16244,175401,manipur,2020,1
7000,kakching district,7075,74982,manipur,2020,1
7001,jiribam district,3051,37923,manipur,2020,1
7002,ukhrul district,4892,59944,manipur,2020,1
7003,tamenglong district,4169,67905,manipur,2020,1
7004,kamjong district,755,13665,manipur,2020,1
7005,chandel district,3471,62247,manipur,2020,1
7006,bishnupur district,15333,173021,manipur,2020,1
7007,senapati district,922,47684,manipur,2020,1
7008,pherzawl district,245,5039,manipur,2020,1
7009,churachandpur district,12420,166120,manipur,2020,1
7010,tengnoupal district,3179,53112,manipur,2020,1
7011,imphal west district,57485,629446,manipur,2020,1
7012,kangpokpi district,12965,203507,manipur,2020,2
7013,noney district,2236,63200,manipur,2020,2
7014,imphal east district,43144,517800,manipur,2020,2
7015,thoubal district,20186,290602,manipur,2020,2
7016,kakching district,9028,128015,manipur,2020,2
7017,jiribam district,3660,53042,manipur,2020,2
7018,ukhrul district,6223,94483,manipur,2020,2
7019,tamenglong district,5158,95973,manipur,2020,2
7020,kamjong district,888,21980,manipur,2020,2
7021,chandel district,4278,86628,manipur,2020,2
7022,bishnupur district,19027,275023,manipur,2020,2
7023,senapati district,1095,76298,manipur,2020,2
7024,pherzawl district,316,6845,manipur,2020,2
7025,churachandpur district,15469,230835,manipur,2020,2
7026,tengnoupal district,3926,75600,manipur,2020,2
7027,imphal west district,67897,791660,manipur,2020,2
7028,kangpokpi district,15966,253384,manipur,2020,3
7029,noney district,2736,55385,manipur,2020,3
7030,imphal east district,51383,609321,manipur,2020,3
7031,thoubal district,24183,317792,manipur,2020,3
7032,kakching district,10752,134942,manipur,2020,3
7033,jiribam district,4238,66168,manipur,2020,3
7034,ukhrul district,7657,112269,manipur,2020,3
7035,tamenglong district,6475,109931,manipur,2020,3
7036,kamjong district,1124,23423,manipur,2020,3
7037,chandel district,5252,109957,manipur,2020,3
7038,bishnupur district,22965,325558,manipur,2020,3
7039,senapati district,1317,103022,manipur,2020,3
7040,pherzawl district,438,8873,manipur,2020,3
7041,churachandpur district,19501,298971,manipur,2020,3
7042,tengnoupal district,4853,82000,manipur,2020,3
7043,imphal west district,79723,941379,manipur,2020,3
7044,kangpokpi district,17814,268836,manipur,2020,4
7045,noney district,3042,54913,manipur,2020,4
7046,imphal east district,57282,660654,manipur,2020,4
7047,thoubal district,26858,319570,manipur,2020,4
7048,kakching district,11913,132864,manipur,2020,4
7049,jiribam district,4621,65672,manipur,2020,4
7050,ukhrul district,8651,120435,manipur,2020,4
7051,tamenglong district,7322,110430,manipur,2020,4
7052,kamjong district,1333,27975,manipur,2020,4
7053,chandel district,5987,120650,manipur,2020,4
7054,bishnupur district,25629,335291,manipur,2020,4
7055,senapati district,1513,113530,manipur,2020,4
7056,pherzawl district,533,9387,manipur,2020,4
7057,churachandpur district,21960,300081,manipur,2020,4
7058,tengnoupal district,5537,88105,manipur,2020,4
7059,imphal west district,88777,1055039,manipur,2020,4
7060,kangpokpi district,19239,252420,manipur,2021,1
7061,noney district,3286,55982,manipur,2021,1
7062,imphal east district,62004,693766,manipur,2021,1
7063,thoubal district,29072,314602,manipur,2021,1
7064,kakching district,12888,123152,manipur,2021,1
7065,jiribam district,5045,68826,manipur,2021,1
7066,ukhrul district,9372,97569,manipur,2021,1
7067,tamenglong district,7960,102778,manipur,2021,1
7068,kamjong district,1481,28955,manipur,2021,1
7069,chandel district,6467,107475,manipur,2021,1
7070,bishnupur district,27615,304856,manipur,2021,1
7071,senapati district,1655,102591,manipur,2021,1
7072,pherzawl district,607,9375,manipur,2021,1
7073,churachandpur district,23827,278146,manipur,2021,1
7074,tengnoupal district,6049,83331,manipur,2021,1
7075,imphal west district,96101,1085403,manipur,2021,1
7076,kangpokpi district,20703,699332,manipur,2021,2
7077,noney district,3566,233348,manipur,2021,2
7078,imphal east district,66388,698750,manipur,2021,2
7079,thoubal district,31139,379556,manipur,2021,2
7080,kakching district,13816,179017,manipur,2021,2
7081,jiribam district,5468,145822,manipur,2021,2
7082,ukhrul district,10142,369390,manipur,2021,2
7083,tamenglong district,8580,377885,manipur,2021,2
7084,kamjong district,1619,186560,manipur,2021,2
7085,chandel district,6980,399269,manipur,2021,2
7086,bishnupur district,29671,486636,manipur,2021,2
7087,senapati district,1769,1295855,manipur,2021,2
7088,pherzawl district,663,77344,manipur,2021,2
7089,churachandpur district,25573,552013,manipur,2021,2
7090,tengnoupal district,6499,242939,manipur,2021,2
7091,imphal west district,102833,945286,manipur,2021,2
7092,kangpokpi district,22416,874800,manipur,2021,3
7093,noney district,3902,300472,manipur,2021,3
7094,imphal east district,71436,954175,manipur,2021,3
7095,thoubal district,33478,486022,manipur,2021,3
7096,kakching district,14924,239828,manipur,2021,3
7097,jiribam district,5941,184052,manipur,2021,3
7098,ukhrul district,11045,513136,manipur,2021,3
7099,tamenglong district,9326,574128,manipur,2021,3
7100,kamjong district,1791,242167,manipur,2021,3
7101,chandel district,7597,522067,manipur,2021,3
7102,bishnupur district,31996,674139,manipur,2021,3
7103,senapati district,1958,1711032,manipur,2021,3
7104,pherzawl district,778,100880,manipur,2021,3
7105,churachandpur district,27600,839576,manipur,2021,3
7106,tengnoupal district,7055,355522,manipur,2021,3
7107,imphal west district,110506,1171776,manipur,2021,3
7108,kangpokpi district,24082,578502,manipur,2021,4
7109,noney district,4235,106691,manipur,2021,4
7110,imphal east district,76421,1343041,manipur,2021,4
7111,thoubal district,35832,671715,manipur,2021,4
7112,kakching district,15985,254045,manipur,2021,4
7113,jiribam district,6397,142268,manipur,2021,4
7114,ukhrul district,11949,228837,manipur,2021,4
7115,tamenglong district,10063,231717,manipur,2021,4
7116,kamjong district,1996,47690,manipur,2021,4
7117,chandel district,8184,224700,manipur,2021,4
7118,bishnupur district,34316,600342,manipur,2021,4
7119,senapati district,2157,232274,manipur,2021,4
7120,pherzawl district,865,17410,manipur,2021,4
7121,churachandpur district,29651,620822,manipur,2021,4
7122,tengnoupal district,7557,215328,manipur,2021,4
7123,imphal west district,118056,2087912,manipur,2021,4
7124,kangpokpi district,25589,1969108,manipur,2022,1
7125,noney district,4525,821300,manipur,2022,1
7126,imphal east district,81134,1040166,manipur,2022,1
7127,thoubal district,38088,521538,manipur,2022,1
7128,kakching district,17014,331592,manipur,2022,1
7129,jiribam district,6842,373094,manipur,2022,1
7130,ukhrul district,12728,1325142,manipur,2022,1
7131,tamenglong district,10719,2895585,manipur,2022,1
7132,kamjong district,2128,830279,manipur,2022,1
7133,chandel district,8724,1216929,manipur,2022,1
7134,bishnupur district,36514,1296613,manipur,2022,1
7135,senapati district,2286,5363948,manipur,2022,1
7136,pherzawl district,918,309373,manipur,2022,1
7137,churachandpur district,31533,2171488,manipur,2022,1
7138,tengnoupal district,8027,930673,manipur,2022,1
7139,imphal west district,125131,1240919,manipur,2022,1
7140,north garo hills district,254,0,meghalaya,2018,1
7141,south west khasi hills district,55,0,meghalaya,2018,1
7142,west garo hills district,3671,0,meghalaya,2018,1
7143,south garo hills district,343,0,meghalaya,2018,1
7144,east jaintia hills district,1419,0,meghalaya,2018,1
7145,south west garo hills district,299,0,meghalaya,2018,1
7146,east khasi hills district,9310,0,meghalaya,2018,1
7147,east garo hills district,236,0,meghalaya,2018,1
7148,ribhoi district,1891,0,meghalaya,2018,1
7149,west jaintia hills district,736,0,meghalaya,2018,1
7150,west khasi hills district,299,0,meghalaya,2018,1
7151,north garo hills district,445,0,meghalaya,2018,2
7152,south west khasi hills district,110,0,meghalaya,2018,2
7153,west garo hills district,5289,0,meghalaya,2018,2
7154,south garo hills district,530,0,meghalaya,2018,2
7155,east jaintia hills district,2051,0,meghalaya,2018,2
7156,south west garo hills district,485,0,meghalaya,2018,2
7157,east khasi hills district,12907,0,meghalaya,2018,2
7158,east garo hills district,437,0,meghalaya,2018,2
7159,ribhoi district,2869,0,meghalaya,2018,2
7160,west jaintia hills district,1023,0,meghalaya,2018,2
7161,west khasi hills district,472,0,meghalaya,2018,2
7162,north garo hills district,737,0,meghalaya,2018,3
7163,south west khasi hills district,177,0,meghalaya,2018,3
7164,west garo hills district,7529,0,meghalaya,2018,3
7165,south garo hills district,821,0,meghalaya,2018,3
7166,east jaintia hills district,2886,0,meghalaya,2018,3
7167,south west garo hills district,810,0,meghalaya,2018,3
7168,east khasi hills district,17543,0,meghalaya,2018,3
7169,east garo hills district,694,0,meghalaya,2018,3
7170,ribhoi district,3889,0,meghalaya,2018,3
7171,west jaintia hills district,1465,0,meghalaya,2018,3
